I frame                                             P frame                                             B frame                                            
bitrate(kb/s) 	 psnr(Y) 	 psnr(U) 	 psnr(V)    bitrate(kb/s) 	 psnr(Y) 	 psnr(U) 	 psnr(V)    bitrate(kb/s) 	 psnr(Y) 	 psnr(U) 	 psnr(V)    
7264.49       	 42.440  	 45.116  	 45.242     
4429.70       	 39.058  	 41.995  	 42.079     
2580.65       	 35.663  	 39.564  	 39.533     
1451.09       	 32.544  	 37.758  	 37.642     
14163.24      	 41.017  	 44.022  	 44.538     
9599.42       	 36.834  	 41.227  	 41.924     
6171.14       	 32.913  	 39.354  	 39.886     
3900.17       	 29.278  	 38.161  	 38.525     
12613.54      	 40.720  	 42.347  	 43.792     
7665.26       	 36.827  	 39.314  	 40.769     
4346.50       	 33.262  	 36.972  	 38.395     
2326.10       	 30.113  	 35.249  	 36.595     
11104.92      	 41.857  	 43.373  	 43.740     
7165.30       	 37.885  	 40.063  	 40.498     
4328.86       	 34.085  	 37.508  	 37.835     
2463.94       	 30.754  	 35.532  	 35.715     
30205.78      	 41.786  	 44.103  	 44.840     
17143.58      	 38.507  	 41.441  	 41.835     
9335.09       	 35.486  	 39.074  	 39.284     
5134.34       	 32.788  	 37.203  	 37.255     
33527.28      	 41.517  	 43.725  	 44.983     
20876.90      	 38.351  	 41.244  	 42.281     
12790.90      	 35.006  	 39.232  	 40.047     
7450.80       	 31.699  	 37.733  	 38.373     
65719.61      	 40.552  	 42.206  	 42.673     
43174.78      	 36.263  	 39.007  	 39.324     
26631.98      	 32.294  	 36.668  	 36.850     
15252.02      	 28.621  	 34.998  	 35.063     
36652.32      	 42.028  	 43.691  	 44.233     
22783.34      	 38.394  	 40.531  	 41.367     
13553.98      	 34.779  	 38.146  	 39.143     
7482.67       	 31.385  	 36.411  	 37.315     
36641.45      	 43.766  	 47.133  	 48.146     
22605.14      	 41.137  	 44.875  	 46.019     
14144.54      	 38.200  	 42.876  	 44.000     
8713.39       	 35.131  	 41.324  	 42.319     
24827.04      	 44.054  	 48.229  	 48.693     
14064.36      	 41.877  	 46.455  	 46.960     
8308.87       	 39.539  	 44.469  	 44.960     
4962.46       	 36.974  	 42.770  	 43.206     
27023.50      	 44.434  	 47.722  	 48.461     
16326.74      	 42.079  	 45.732  	 46.590     
10092.55      	 39.399  	 43.722  	 44.635     
6276.82       	 36.536  	 42.066  	 42.939     
59139.60      	 43.099  	 44.751  	 46.435     
31336.82      	 41.573  	 42.847  	 44.195     
18463.87      	 39.610  	 41.276  	 42.511     
11029.13      	 37.160  	 40.035  	 41.396     
138462.26     	 41.569  	 43.408  	 44.507     
75233.30      	 38.679  	 40.965  	 42.000     
39872.90      	 35.807  	 39.105  	 40.392     
20246.95      	 33.073  	 37.795  	 39.508     
161219.04     	 40.820  	 42.000  	 44.140     
76584.07      	 37.886  	 39.580  	 42.028     
41165.66      	 35.522  	 38.320  	 40.249     
23156.66      	 33.077  	 37.383  	 38.775     
79291.32      	 41.488  	 45.429  	 47.056     
31652.59      	 39.556  	 44.164  	 45.139     
16841.76      	 38.055  	 42.809  	 43.230     
9920.18       	 36.292  	 41.542  	 41.582     
198358.25     	 42.352  	 43.289  	 44.699     
115004.52     	 37.804  	 40.966  	 42.762     
64194.94      	 34.434  	 39.204  	 41.175     
36530.57      	 31.467  	 37.935  	 39.993     
233687.86     	 43.194  	 43.152  	 44.933     
135958.01     	 40.105  	 40.541  	 42.494     
78778.25      	 37.045  	 38.632  	 40.662     
45343.61      	 34.063  	 37.246  	 39.350     
237430.75     	 43.034  	 45.808  	 45.532     
143948.14     	 39.751  	 43.490  	 43.724     
85319.45      	 36.623  	 41.474  	 42.059     
50823.58      	 33.729  	 39.875  	 40.708     
