I frame                                             P frame                                             B frame                                            
bitrate(kb/s) 	 psnr(Y) 	 psnr(U) 	 psnr(V)    bitrate(kb/s) 	 psnr(Y) 	 psnr(U) 	 psnr(V)    bitrate(kb/s) 	 psnr(Y) 	 psnr(U) 	 psnr(V)    
6930.72       	 42.553  	 45.109  	 45.235     
4179.70       	 39.149  	 41.989  	 42.070     
2398.32       	 35.773  	 39.520  	 39.456     
1344.10       	 32.640  	 37.696  	 37.581     
13669.22      	 41.199  	 43.997  	 44.536     
9194.62       	 36.985  	 41.202  	 41.895     
5851.97       	 33.050  	 39.362  	 39.849     
3671.64       	 29.416  	 38.127  	 38.537     
12287.06      	 40.868  	 42.355  	 43.789     
7401.05       	 36.948  	 39.301  	 40.761     
4175.45       	 33.375  	 36.940  	 38.355     
2222.21       	 30.210  	 35.178  	 36.536     
10722.82      	 42.012  	 43.360  	 43.723     
6851.09       	 38.011  	 40.045  	 40.477     
4090.58       	 34.195  	 37.492  	 37.829     
2300.40       	 30.852  	 35.530  	 35.666     
28120.39      	 41.883  	 44.076  	 44.806     
15716.30      	 38.573  	 41.410  	 41.806     
8476.13       	 35.583  	 39.077  	 39.289     
4648.73       	 32.905  	 37.250  	 37.334     
31743.84      	 41.635  	 43.718  	 44.968     
19565.86      	 38.485  	 41.225  	 42.255     
11902.80      	 35.150  	 39.214  	 40.007     
6900.72       	 31.841  	 37.671  	 38.294     
64002.41      	 40.732  	 42.194  	 42.678     
41701.58      	 36.414  	 38.997  	 39.326     
25506.50      	 32.423  	 36.670  	 36.828     
14509.87      	 28.735  	 34.975  	 35.044     
35641.99      	 42.139  	 43.659  	 44.205     
21946.78      	 38.487  	 40.517  	 41.350     
12901.06      	 34.879  	 38.109  	 39.095     
7039.90       	 31.489  	 36.376  	 37.286     
34389.53      	 43.857  	 47.086  	 48.102     
20942.57      	 41.250  	 44.812  	 45.952     
13002.19      	 38.347  	 42.807  	 43.901     
8012.62       	 35.295  	 41.263  	 42.201     
23146.01      	 44.117  	 48.222  	 48.696     
12790.20      	 41.958  	 46.451  	 46.924     
7394.88       	 39.652  	 44.463  	 44.895     
4395.67       	 37.139  	 42.779  	 43.209     
25244.35      	 44.517  	 47.704  	 48.460     
14992.97      	 42.183  	 45.696  	 46.543     
9173.02       	 39.530  	 43.665  	 44.574     
5660.02       	 36.693  	 42.037  	 42.868     
57702.38      	 43.131  	 44.749  	 46.438     
30480.55      	 41.622  	 42.838  	 44.195     
17893.03      	 39.685  	 41.269  	 42.505     
10632.24      	 37.257  	 40.022  	 41.379     
136167.48     	 41.645  	 43.387  	 44.492     
73518.38      	 38.746  	 40.932  	 41.976     
38775.26      	 35.885  	 39.059  	 40.351     
19583.98      	 33.154  	 37.759  	 39.455     
156895.73     	 40.884  	 41.988  	 44.133     
72809.23      	 37.938  	 39.563  	 42.013     
38623.97      	 35.598  	 38.297  	 40.219     
21539.93      	 33.175  	 37.357  	 38.742     
77098.68      	 41.542  	 45.414  	 47.022     
29684.18      	 39.581  	 44.128  	 45.107     
15422.95      	 38.092  	 42.734  	 43.174     
8896.56       	 36.338  	 41.464  	 41.511     
191313.17     	 42.499  	 43.270  	 44.687     
109056.34     	 37.899  	 40.939  	 42.728     
59759.66      	 34.529  	 39.154  	 41.132     
33538.15      	 31.568  	 37.882  	 39.937     
225277.56     	 43.306  	 43.150  	 44.925     
129728.62     	 40.197  	 40.535  	 42.475     
74630.59      	 37.152  	 38.605  	 40.617     
42836.11      	 34.180  	 37.207  	 39.284     
227588.86     	 43.144  	 45.812  	 45.526     
135678.70     	 39.836  	 43.467  	 43.688     
79035.89      	 36.728  	 41.425  	 41.986     
46537.39      	 33.868  	 39.784  	 40.574     
